Thread Count,Custom Sort,Collections.sort
1,2.1260001813061535E-4,3.3999967854470015E-6
2,2.916999801527709E-4,1.500011421740055E-6
3,1.1930000619031489E-4,1.8999853637069464E-6
4,2.364999963901937E-4,1.400010660290718E-6
5,1.112000027205795E-4,1.500011421740055E-6
6,1.2539999443106353E-4,1.0999792721122503E-6
7,1.2740000966005027E-4,7.999769877642393E-7
8,1.1470000026747584E-4,2.5999906938523054E-6
