Array Length,Custom Sort,Collections.sort
1,0.006709900000714697,0.0026547000015852973
2,0.0022473999997600913,0.0022213999982341193
3,0.0017617999983485788,0.0020242999962647445
4,0.00119010000344133,0.0019945000021834858
5,0.0012182999998913147,0.0021543000038946047
6,0.0012872000006609596,0.002289399999426678
7,0.0015012000003480352,0.0020801999999093823
8,0.0012515999987954274,0.0020344000004115514
