Array Length,Custom Sort,Collections.sort
1,2.5910000113071874E-4,1.9769999926211312E-4
2,2.317000034963712E-4,1.4119999832473695E-4
3,2.2090000129537657E-4,9.370000043418258E-5
4,3.091000035055913E-4,9.839999984251335E-5
5,4.276999970898032E-4,8.049999451031908E-5
6,4.917000042041764E-4,7.449999975506216E-5
7,5.89600000239443E-4,6.0200000007171184E-5
8,8.091000054264441E-4,8.330000127898529E-5
