Array Length,Custom Sort,Collections.sort
1,0.0278965999968932,0.024389500002143905
2,0.011728299999958836,0.023239800000737887
3,0.01194059999397723,0.024682199997187126
4,0.008866199998010416,0.022448600000643637
5,0.008438600001682062,0.027102100000774954
6,0.010096899997733999,0.022841099998913705
7,0.01047149999794783,0.02248630000394769
8,0.009579700003087055,0.022819500001787674
