Thread Count,Custom Sort,Collections.sort
1,0.009292399045079947,0.017034301010426134
2,0.005183300003409386,0.013786799972876906
3,0.005112899991218001,0.013645099999848753
4,0.003412500023841858,0.013691100000869483
5,0.004100100020878017,0.013646400009747595
6,0.0025449999957345426,0.013582098996266723
7,0.003525999025441706,0.013688701030332595
8,0.00304909999249503,0.013634798990096897
