Array Length,Custom Sort,Collections.sort
1,31.03707779999968,15.477096300004632
2,16.999606600002153,15.49345059999905
3,17.169341000000713,15.470747300001676
4,11.890342000006058,15.911509600002319
5,11.486743099994783,15.880411299993284
6,12.429104399998323,15.84134030000132
7,11.949298100000306,15.495746200002031
8,11.608700599994336,15.582168699998874
