Thread Count,Custom Sort,Collections.sort
1,4.8340001376345754E-4,3.0369998421519995E-4
2,6.55798998195678E-4,2.927009481936693E-4
3,5.691000260412693E-4,3.497999859973788E-4
4,6.301000248640776E-4,2.864010166376829E-4
5,6.648999988101423E-4,2.626000205054879E-4
6,4.8439897364005446E-4,2.2440101020038128E-4
7,4.6099897008389235E-4,2.0800100173801184E-4
8,0.002300499996636063,3.2439996721222997E-4
