Thread Count,Custom Sort,Collections.sort
1,0.001102800015360117,0.0019465999212116003
2,7.67099903896451E-4,0.001803399994969368
3,8.556998800486326E-4,0.0018568001687526703
4,6.848999764770269E-4,0.0017356998287141323
5,7.142999675124884E-4,0.0018223000224679708
6,6.325000431388617E-4,0.0017844000831246376
7,8.483999408781528E-4,0.0020149999763816595
8,8.098999969661236E-4,0.0018162999767810106
