Thread Count,Custom Sort,Collections.sort
1,0.001398300053551793,1.140000531449914E-4
2,1.52900000102818E-4,9.599956683814526E-6
3,2.0730000687763095E-4,6.89999433234334E-6
4,3.030009684152901E-4,5.599984433501959E-6
5,1.8269999418407679E-4,6.399990525096655E-6
6,1.9719998817890882E-4,6.299989763647318E-6
7,1.8450000789016485E-4,7.800001185387373E-6
8,1.852000132203102E-4,5.299982149153948E-6
