Thread Count,Custom Sort,Collections.sort
1,2.2079999325796962E-4,7.439899491146207E-5
2,2.683000057004392E-4,5.460000829771161E-5
3,2.01700022444129E-4,5.229999078437686E-5
4,2.3160094860941172E-4,3.579899203032255E-5
5,3.1400000443682075E-4,3.680097870528698E-5
6,2.342999796383083E-4,5.959998816251755E-5
7,3.276999923400581E-4,3.609998384490609E-5
8,3.480999730527401E-4,4.18000272475183E-5
