Thread Count,Custom Sort,Collections.sort
1,0.2984054999833461,0.26776069999323227
2,0.15510440000798553,0.26716859999578446
3,0.1484249000204727,0.26133219999610446
4,0.11097809998318553,0.2637649000098463
5,0.10810000001220033,0.26741699999547563
6,0.10748809998040088,0.2629904999921564
7,0.12399700001697056,0.2600281999912113
8,0.10838559997500852,0.2628110999939963
