Thread Count,Custom Sort,Collections.sort
1,0.001194899989059195,0.001590800005942583
2,7.590999884996563E-4,0.0015957000141497701
3,8.089999901130795E-4,0.0015982000040821731
4,6.813000072725117E-4,0.0016029000107664615
5,8.693000127095729E-4,0.0015595000004395843
6,0.0011048000014852732,0.001640600006794557
7,0.001065099990228191,0.0016398000007029623
8,0.0011608999921008945,0.0016644999850541353
