Thread Count,Custom Sort,Collections.sort
1,1.5309997252188623E-4,1.7000013031065464E-5
2,1.7169999773614109E-4,1.4499993994832039E-5
3,2.8979999478906393E-4,1.889999839477241E-5
4,2.4759999359957874E-4,1.6000005416572094E-5
5,4.081000224687159E-4,1.4599994756281376E-5
6,3.2240001019090414E-4,1.6400008462369442E-5
7,4.6179999480955303E-4,1.5900004655122757E-5
8,6.426000036299229E-4,1.4600023860111833E-5
