Thread Count,Custom Sort,Collections.sort
1,2.0619999850168824E-4,1.784999913070351E-4
2,2.88800016278401E-4,1.7540002590976655E-4
3,4.853999998886138E-4,1.59399991389364E-4
4,2.568999771028757E-4,1.5390000771731138E-4
5,2.8539999038912356E-4,1.5020000864751637E-4
6,3.696999920066446E-4,1.5360000543296337E-4
7,5.137999833095819E-4,1.5949999215081334E-4
8,4.845999937970191E-4,1.5139998868107796E-4
