Array Length,Custom Sort,Collections.sort
1,2.8200000087963417E-4,1.829999964684248E-4
2,3.282000034232624E-4,1.669000048423186E-4
3,2.7599999884841964E-4,1.694999955361709E-4
4,3.9030000334605575E-4,1.7150000348920003E-4
5,7.686000026296824E-4,1.948000062839128E-4
6,4.389000023365952E-4,1.6830000095069408E-4
7,6.129000030341558E-4,1.6599999798927456E-4
8,6.506000063382089E-4,1.7270000535063446E-4
