Array Length,Custom Sort,Collections.sort
1,0.025998699995398056,0.02588580000156071
2,0.012782400001015048,0.02500059999874793
3,0.012209599997731857,0.027433199997176416
4,0.009842199993727263,0.02481459999398794
5,0.009923799996613525,0.025865499999781605
6,0.01002169999992475,0.024718300002859905
7,0.01161859999410808,0.02813149999565212
8,0.010675799996533897,0.024762500004726462
