Array Length,Custom Sort,Collections.sort
1,2.623000036692247E-4,1.7150000348920003E-4
2,2.640000020619482E-4,1.7600000137463212E-4
3,2.545000024838373E-4,1.748000067891553E-4
4,3.5549999302020296E-4,1.692000005277805E-4
5,4.208999962429516E-4,2.1500000002561137E-4
6,4.453000001376495E-4,1.70599996636156E-4
7,6.627999973716214E-4,1.6930000128922984E-4
8,6.32499999483116E-4,1.6650000179652125E-4
