Array Length,Custom Sort,Collections.sort
1,3.7570000131381676E-4,1.68999977177009E-5
2,2.04100004339125E-4,2.8599999495781958E-5
3,1.947999990079552E-4,1.3100005162414163E-5
4,2.2880000324221328E-4,4.0000013541430235E-6
5,2.2500000341096893E-4,3.1000017770566046E-6
6,1.871999993454665E-4,2.7999994927085936E-6
7,1.801999969757162E-4,3.1000017770566046E-6
8,1.9220000103814527E-4,3.0000010156072676E-6
