Array Length,Custom Sort,Collections.sort
1,2.795000036712736E-4,1.7690000095171854E-4
2,2.663999985088594E-4,1.8089999502990395E-4
3,2.601000014692545E-4,1.8170000112149864E-4
4,4.461999997147359E-4,1.866999955382198E-4
5,6.65899999148678E-4,1.8399999680696055E-4
6,5.506000015884638E-4,4.363000043667853E-4
7,6.549999961862341E-4,2.598999999463558E-4
8,6.857999978819862E-4,1.8190000264439732E-4
