Array Length,Custom Sort,Collections.sort
1,1.4879999798722565E-4,2.4100001610349864E-5
2,2.0370000129332766E-4,2.3399996280204505E-5
3,1.886000027297996E-4,2.2700005501974374E-5
4,3.1830000079935417E-4,3.3200005418621004E-5
5,3.616999965743162E-4,3.229999856557697E-5
6,4.0299999818671495E-4,1.6099998902063817E-5
7,5.578999989666045E-4,1.7400001524947584E-5
8,6.632000004174188E-4,1.6400001186411828E-5
