Thread Count,Custom Sort,Collections.sort
1,2.688999811653048E-4,1.6490000416524708E-4
2,2.3860001238062978E-4,1.4719998580403626E-4
3,0.0015268000133801252,1.5090001397766173E-4
4,3.9900001138448715E-4,1.49500003317371E-4
5,4.435999726410955E-4,1.5050001093186438E-4
6,2.8899998869746923E-4,1.4479999663308263E-4
7,3.8240000139921904E-4,1.4940000255592167E-4
8,6.839000270701945E-4,1.4810002176091075E-4
