Thread Count,Custom Sort,Collections.sort
1,1.595000212546438E-4,4.449998959898949E-5
2,1.7590000061318278E-4,1.7400016076862812E-5
3,1.8319999799132347E-4,1.3100012438371778E-5
4,3.2869999995455146E-4,2.039998071268201E-5
5,7.034000009298325E-4,1.3300013961270452E-5
6,5.24800008861348E-4,1.9400002202019095E-5
7,4.178000090178102E-4,1.550000160932541E-5
8,4.385999927762896E-4,1.2900010915473104E-5
