Thread Count,Custom Sort,Collections.sort
1,4.169407299981685,3.5849540999915916
2,2.5251770000031684,3.6390093000081833
3,2.6889662999892607,3.586914900020929
4,2.066153399995528,3.5726371000055224
5,2.0863946999888867,3.5408460999897216
6,2.0581023000122514,3.6121043999737594
7,2.4639442000188865,3.5544397000048775
8,2.3231995000096504,3.591724300000351
