Thread Count,Custom Sort,Collections.sort
1,0.01522639999166131,0.01894239999819547
2,0.007883300015237182,0.01873939999495633
3,0.007971400016685948,0.018984800000907853
4,0.006460100004915148,0.018804000021191314
5,0.006017499981680885,0.01873790001263842
6,0.0061649999988731,0.018747099995380268
7,0.006464600010076538,0.018740400002570823
8,0.006025199982104823,0.018750699993688613
