Array Length,Custom Sort,Collections.sort
1,0.005554400006076321,1.9009999959962443E-4
2,2.829000004567206E-4,1.3900003978051245E-5
3,2.378999997745268E-4,8.000002708286047E-6
4,2.683000057004392E-4,7.800001185387373E-6
5,2.2050000552553684E-4,7.300004654098302E-6
6,2.173000029870309E-4,4.999994416721165E-6
7,2.29199999012053E-4,5.399997462518513E-6
8,2.2799999715061858E-4,5.900001269765198E-6
