Thread Count,Custom Sort,Collections.sort
1,2.955000090878457E-4,2.8780000866390765E-4
2,4.529000143520534E-4,1.1389999417588115E-4
3,6.049000076018274E-4,3.37999954354018E-5
4,4.4139998499304056E-4,8.950001210905612E-5
5,4.8430002061650157E-4,9.249997674487531E-5
6,5.307999963406473E-4,5.7900004321709275E-5
7,6.337999948300421E-4,3.4900003811344504E-5
8,5.175999831408262E-4,3.980001201853156E-5
