Thread Count,Custom Sort,Collections.sort
1,0.022850100009236485,0.024941999989096075
2,0.012721700011752546,0.02516360001754947
3,0.012287299992749467,0.025318300002254546
4,0.010351100005209446,0.024994400009745732
5,0.010908300027949736,0.025060699990717694
6,0.011542599997483194,0.024924700002884492
7,0.012090599979273975,0.024844100000336766
8,0.012127900001360103,0.02517099998658523
