Thread Count,Custom Sort,Collections.sort
1,0.0016987999842967838,0.0027526000048965216
2,0.001123800000641495,0.0026433000166434795
3,9.858999983407557E-4,0.0025215999921783805
4,9.296000062022358E-4,0.002527500008000061
5,9.488000068813562E-4,0.0025351000076625496
6,9.293000039178878E-4,0.002554699982283637
7,8.746999956201762E-4,0.0023498000227846205
8,0.0010534999892115593,0.0018983999907504767
