Thread Count,Custom Sort,Collections.sort
1,2.8849998489022255E-4,5.490001058205962E-5
2,3.3049998455680907E-4,2.5300018023699522E-5
3,1.8289999570697546E-4,2.4100008886307478E-5
4,2.269999822601676E-4,4.770001396536827E-5
5,1.5369997709058225E-4,1.2800010154023767E-5
6,2.086999884340912E-4,1.0799994925037026E-5
7,1.8599999020807445E-4,1.7699989257380366E-5
8,2.086999884340912E-4,4.1000021155923605E-6
