Thread Count,Custom Sort,Collections.sort
1,0.0011153999948874116,7.789999945089221E-4
2,0.0011464999988675117,4.3520002509467304E-4
3,0.0010433999996166676,3.5170000046491623E-4
4,9.72400011960417E-4,4.984999832231551E-4
5,0.00100449999445118,4.206000012345612E-4
6,9.23299987334758E-4,2.583000168669969E-4
7,8.984000014606863E-4,2.4359999224543571E-4
8,7.36100017093122E-4,2.434000198263675E-4
