Array Length,Custom Sort,Collections.sort
10,4.464999983611051E-4,1.750000228639692E-5
100,1.6349999714293517E-4,1.759999977366533E-4
1000,4.7110000014072284E-4,7.229000002553221E-4
10000,0.0018191000017395709,0.006031099997926503
100000,0.02230299999791896,0.02484120000008261
1000000,0.4570263999994495,0.39357810000001336
10000000,9.571601700001338,4.9632067999991705
100000000,118.83392430000094,52.22648040000058
