Thread Count,Custom Sort,Collections.sort
1,2.466000150889158E-4,2.3419997887685895E-4
2,3.436999977566302E-4,9.699998190626502E-5
3,2.8450001263991E-4,4.8699992476031184E-5
4,3.223000094294548E-4,9.469999349676073E-5
5,3.425000177230686E-4,5.0499977078288794E-5
6,4.588000010699034E-4,7.989999721758068E-5
7,4.7339999582618475E-4,5.1799986977130175E-5
8,5.817000055685639E-4,7.929999264888465E-5
