Thread Count,Custom Sort,Collections.sort
1,0.27738360001239926,0.23768590000690892
2,0.13762760002282448,0.23887629999080673
3,0.13305390000459738,0.23883429999114014
4,0.0881651000236161,0.2387835000117775
5,0.09232039999915287,0.23953620000975206
6,0.0890456999768503,0.24239500000840053
7,0.09685539998463355,0.23956560000078753
8,0.09338950001983903,0.24739440000848845
