Array Length,Custom Sort,Collections.sort
1,0.0017073000053642318,0.003636900000856258
2,0.0011470999961602502,0.0032070000015664846
3,0.0013458000030368567,0.0033760000005713664
4,0.0011468000011518598,0.00331249999726424
5,0.0011174000028404407,0.003662600000097882
6,9.91799999610521E-4,0.0033557999995537102
7,0.0011967999962507747,0.0033723000015015714
8,0.0011333000002196059,0.003149100004520733
