Thread Count,Custom Sort,Collections.sort
1,3.5397476999787614,2.658081100002164
2,2.0670313999871723,2.650681099999929
3,2.0217721999797504,2.6448930999904405
4,1.6123593999946024,2.641994600009639
5,1.5841860999935307,2.649214300006861
6,1.5481910000089556,2.6404462000064086
7,1.902950299991062,2.626147700008005
8,1.9534990999964066,2.875197199988179
