Thread Count,Custom Sort,Collections.sort
1,3.1790000502951443E-4,6.970000686123967E-5
2,2.1529998048208654E-4,1.5600002370774746E-5
3,2.2570000146515667E-4,1.659998088143766E-5
4,2.0310000400058925E-4,1.930000144056976E-5
5,1.697000116109848E-4,1.2600008631125093E-5
6,1.9970000721514225E-4,7.499998901039362E-6
7,1.6729999333620071E-4,8.899980457499623E-6
8,1.6230001347139478E-4,9.199982741847634E-6
